1514	剖
1515	剗
1516	剛
1517	剝
1518	剞
1519	剡
1520	剣
1521	剤
1522	剥
1523	剩
1524	剪
1525	副
1526	剰
1527	剱
1528	割
1529	剳
1530	剴
1531	創
1532	剽
1533	剿
1534	劃
1535	劇
1536	劈
1537	劉
1538	劍
1539	劏
1540	劑
1541	劒
1542	劔
1543	力
1544	功
1545	加
1546	劣
1547	助
1548	努
1549	劫
1550	劬
1551	劭
1552	励
1553	労
1554	劵
1555	効
1556	劻
1557	劼
1558	劾
1559	勁
1560	勃
1561	勅
1562	勇
1563	勉
1564	勍
1565	勐
1566	勒
1567	動
1568	勗
1569	勘
1570	務
1571	勛
1572	勝
1573	勞
1574	募
1575	勠
1576	勢
1577	勣
1578	勤
1579	勦
1580	勧
1581	勰
1582	勱
1583	勲
1584	勳
1585	勵
1586	勸
1587	勹
1588	勺
1589	勻
1590	勾
1591	勿
1592	匀
1593	匁
1594	匂
1595	匄
1596	包
1597	匆
1598	匈
1599	匋
1600	匍
1601	匏
1602	匐
1603	匕
1604	化
1605	北
1606	匙
1607	匚
1608	匜
1609	匝
1610	匠
1611	匡
1612	匣
1613	匪
1614	匯
1615	匱
1616	匳
1617	匸
1618	匹
1619	区
1620	医
1621	匾
1622	匿
1623	區
1624	十
1625	千
1626	卅
1627	卆
1628	升
1629	午
1630	卉
1631	半
1632	卍
1633	卑
1634	卒
1635	卓
1636	協
1637	南
1638	単
1639	博
1640	卜
1641	卞
1642	占
1643	卡
1644	卣
1645	卦
1646	卩
1647	卬
1648	卮
1649	卯
1650	印
1651	危
1652	即
1653	却
1654	卵
1655	卷
1656	卸
1657	卻
1658	卽
1659	卿
1660	厂
1661	厄
1662	厓
1663	厖
1664	厘
1665	厙
1666	厚
1667	厝
1668	原
1669	厠
1670	厥
1671	厦
1672	厨
1673	厩
1674	厭
1675	厮
1676	厰
1677	厲
1678	厳
1679	厴
1680	厷
1681	去
1682	参
1683	參
1684	又
1685	叉
1686	及
1687	友
1688	双
1689	反
1690	収
1691	叔
1692	取
1693	受
1694	叙
1695	叛
1696	叟
1697	叡
1698	叢
1699	口
1700	古
1701	句
1702	叨
1703	叩
1704	只
1705	叫
1706	召
1707	叭
1708	叮
1709	可
1710	台
1711	叱
1712	史
1713	右
1714	叶
1715	号
1716	司
1717	叺
1718	吁
1719	吃
1720	各
1721	合
1722	吉
1723	吊
1724	吋
1725	同
1726	名
1727	后
1728	吏
1729	吐
1730	向
1731	吒
1732	君
1733	吝
1734	吞
1735	吟
1736	吠
1737	否
1738	吧
1739	吩
1740	含
1741	听
1742	吭
1743	吮
1744	吴
1745	吶
1746	吸
1747	吹
1748	吻
1749	吼
1750	吽
1751	吾
1752	呀
1753	呂
1754	呆
1755	呈
1756	呉
1757	告
1758	呍
1759	呎
1760	呑
1761	呕
1762	呟
1763	呦
1764	周
1765	呪
1766	呰
1767	呱
1768	味
1769	呴
1770	呵
1771	呶
1772	呷
1773	呻
1774	呼
1775	命
1776	咀
1777	咄
1778	咆
1779	咈
1780	咋
1781	和
1782	咎
1783	咏
1784	咐
1785	咒
1786	咖
1787	咜
1788	咢
1789	咤
1790	咥
1791	咨
1792	咩
1793	咫
1794	咬
1795	咯
1796	咲
1797	咳
1798	咸
1799	咼
1800	咽
1801	咾
1802	哀
1803	品
1804	哂
1805	哄
1806	哆
1807	哇
1808	哈
1809	哉
1810	哘
1811	員
1812	哢
1813	哥
1814	哦
1815	哨
1816	哩
1817	哪
1818	哭
1819	哮
1820	哱
1821	哲
1822	哺
1823	哽
1824	哿
1825	唄
1826	唆
1827	唇
1828	唎
1829	唏
1830	唐
1831	唔
1832	唖
1833	售
1834	唯
1835	唱
1836	唳
1837	唸
1838	唹
1839	唼
1840	唾
1841	啀
1842	啄
1843	啅
1844	商
1845	啌
1846	問
1847	啐
1848	啓
1849	啖
1850	啗
1851	啜
1852	啝
1853	啞
1854	啠
1855	啣
1856	啤
1857	啻
1858	啼
1859	啾
1860	喀
1861	喃
1862	善
1863	喆
1864	喇
1865	喉
1866	喊
1867	喋
1868	喎
1869	喘
1870	喙
1871	喚
1872	喜
1873	喝
1874	喞
1875	喟
1876	喧
1877	喨
1878	喩
1879	喪
1880	喫
1881	喬
1882	單
1883	喰
1884	営
1885	嗄
1886	嗅
1887	嗇
1888	嗒
1889	嗔
1890	嗚
1891	嗜
1892	嗟
1893	嗣
1894	嗤
1895	嗶
1896	嗷
1897	嗹
1898	嗽
1899	嗾
1900	嘆
1901	嘉
1902	嘎
1903	嘏
1904	嘔
1905	嘖
1906	嘗
1907	嘘
1908	嘛
1909	嘩
1910	嘯
1911	嘱
1912	嘲
1913	嘴
1914	嘶
1915	嘸
1916	噀
1917	噂
1918	噌
1919	噎
1920	噐
1921	噓
1922	噛
1923	噤
1924	噦
1925	器
1926	噪
1927	噫
1928	噬
1929	噯
1930	噲
1931	噴
1932	噶
1933	噸
1934	噺
1935	嚀
1936	嚆
1937	嚇
1938	嚊
1939	嚏
1940	嚔
1941	嚙
1942	嚠
1943	嚢
1944	嚥
1945	嚭
1946	嚮
1947	嚴
1948	嚶
1949	嚼
1950	囀
1951	囁
1952	囂
1953	囃
1954	囈
1955	囉
1956	囊
1957	囎
1958	囑
1959	囓
1960	囗
1961	囘
1962	囚
1963	四
1964	回
1965	因
1966	団
1967	囮
1968	困
1969	囲
1970	図
1971	囷
1972	囹
1973	固
1974	国
1975	囿
1976	圀
1977	圃
1978	圄
1979	圆
1980	圈
1981	圉
1982	國
1983	圍
1984	圏
1985	園
1986	圓
1987	圕
1988	圖
1989	團
1990	圜
1991	土
1992	圡
1993	圦
1994	圧
1995	在
1996	圩
1997	圭
1998	地
1999	圳
2000	圷
2001	圸
2002	圻
2003	址
2004	坂
2005	均
2006	坊
2007	坌
2008	坍
2009	坎
2010	坏
2011	坐
2012	坑
2013	坝
2014	坡
2015	坤
2016	坦
2017	坨
2018	坩
2019	坪
2020	坮
2021	坳
2022	坵
2023	坻
2024	坿
2025	垂
2026	垈
2027	垉
2028	型
2029	垍
2030	垓
2031	垕
2032	垙
2033	垜
2034	垠
2035	垡
2036	垢
2037	垣
2038	垤
2039	垪
2040	垰
2041	垳
2042	垸
2043	埀
2044	埃
2045	埆
2046	埇
2047	埈
2048	埋
2049	城
2050	埒
2051	埓
2052	埔
2053	埕
2054	埖
2055	埗
2056	埜
2057	域
2058	埠
2059	埣
2060	埤
2061	埭
2062	埴
2063	埵
2064	執
2065	培
2066	基
2067	埼
2068	埿
2069	堀
2070	堂
2071	堃
2072	堅
2073	堆
2074	堈
2075	堉
2076	堊
2077	堋
2078	堕
2079	堙
2080	堝
2081	堡
2082	堤
2083	堪
2084	堯
2085	堰
2086	報
2087	場
2088	堵
2089	堺
2090	堽
2091	堿
2092	塀
2093	塁
2094	塅
2095	塊
2096	塋
2097	塌
2098	塑
2099	塒
2100	塔
2101	塕
2102	塗
2103	塘
2104	塙
2105	塚
2106	塞
2107	塡
2108	塢
2109	塨
2110	塩
2111	填
2112	塰
2113	塱
2114	塲
2115	塵
2116	塹
2117	塼
2118	塾
2119	墀
2120	境
2121	墅
2122	墉
2123	墊
2124	墓
2125	墔
2126	増
2127	墜
2128	增
2129	墟
2130	墡
2131	墨
2132	墩
2133	墫
2134	墮
2135	墳
2136	墸
2137	墹
2138	墺
2139	墻
2140	墾
2141	壁
2142	壅
2143	壇
2144	壊
2145	壌
2146	壎
2147	壑
2148	壒
2149	壓
2150	壕
2151	壗
2152	壘
2153	壙
2154	壜
2155	壞
2156	壟
2157	壠
2158	壡
2159	壢
2160	壤
2161	壥
2162	壩
2163	士
2164	壬
2165	壮
2166	壯
2167	声
2168	壱
2169	売
2170	壷
2171	壹
2172	壺
2173	壻
2174	壼
2175	壽
2176	変
2177	夊
2178	夋
2179	夏
2180	夐
2181	夓
2182	夔
2183	夕
2184	外
2185	夘
2186	夙
2187	多
2188	夛
2189	夜
2190	夢
2191	夤
2192	夥
2193	大
2194	天
2195	太
2196	夫
2197	夬
2198	夭
2199	央
2200	失
2201	夲
2202	夷
2203	夸
2204	夾
2205	奄
2206	奇
2207	奈
2208	奉
2209	奎
2210	奏
2211	奐
2212	契
2213	奔
2214	奕
2215	套
2216	奘
2217	奚
2218	奝
2219	奠
2220	奢
2221	奥
2222	奧
2223	奨
2224	奩
2225	奪
2226	奫
2227	奬
2228	奭
2229	奮
2230	奯
2231	奲
2232	女
2233	奴
2234	奶
2235	奸
2236	好
2237	妁
2238	如
2239	妃
2240	妄
2241	妊
2242	妌
2243	妍
2244	妏
2245	妓
2246	妖
2247	妙
2248	妛
2249	妝
2250	妟
2251	妣
2252	妤
2253	妥
2254	妨
2255	妬
2256	妮
2257	妲
2258	妹
2259	妺
2260	妻
2261	妾
2262	姆
2263	姈
2264	姉
2265	始
2266	姐
2267	姑
2268	姒
2269	姓
2270	委
2271	姙
2272	姚
2273	姜
2274	姝
2275	姞
2276	姣
2277	姥
2278	姦
2279	姧
2280	姨
2281	姪
2282	姫
2283	姬
2284	姶
2285	姸
2286	姻
2287	姿
2288	娀
2289	威
2290	娃
2291	娇
2292	娉
2293	娍
2294	娑
2295	娘
2296	娚
2297	娜
2298	娟
2299	娠
2300	娥
2301	娩
2302	娯
2303	娵
2304	娶
2305	娼
2306	婀
2307	婁
2308	婆
2309	婉
2310	婕
2311	婚
2312	婢
2313	婣
2314	婦
2315	婧
2316	婪
2317	婬
2318	婷
2319	婺
2320	婿
2321	媄
2322	媋
2323	媒
2324	媓
2325	媖
2326	媚
2327	媛
2328	媧
2329	媳
2330	媺
2331	媼
2332	媽
2333	媾
2334	嫁
2335	嫂
2336	嫄
2337	嫉
2338	嫋
2339	嫌
2340	嫐
2341	嫖
2342	嫗
2343	嫡
2344	嫣
2345	嫥
2346	嫦
2347	嫩
2348	嫮
2349	嫺
2350	嫻
2351	嬀
2352	嬁
2353	嬃
2354	嬉
2355	嬋
2356	嬌
2357	嬖
2358	嬗
2359	嬙
2360	嬢
2361	嬥
2362	嬪
2363	嬬
2364	嬭
2365	嬰
2366	嬲
2367	嬴
2368	嬶
2369	嬾
2370	孀
2371	孁
2372	孃
2373	孅
2374	孌
2375	子
2376	孑
2377	孔
2378	孕
2379	字
2380	存
2381	孚
2382	孛
2383	孜
2384	孝
2385	孟
2386	季
2387	孤
2388	孥
2389	学
